Plant_ID,Date,Temperature (°C),Humidity (%),TDS Value (ppm),pH Level,Survival Rate (%)
4,2024-10-28,25.6,51.1,1648.4,5.4,40.22535777
10,2024-10-29,30.4,76.1,950.5,7.7,38.04896897
8,2024-10-30,30.1,83.5,1496.8,6.5,47.18790183
10,2024-10-31,34.6,77,1436.5,6,44.89344898
8,2024-11-01,11.6,65.1,975.6,6.1,74.1184586
9,2024-11-02,31.6,84.8,1587.3,6.5,36.65796856
3,2024-11-03,17.9,74.7,1759.1,8,47.9339387
7,2024-11-04,10.1,37.9,623.8,6.2,55.527915
2,2024-11-05,31.2,76.2,573.4,5.3,34.94782061
5,2024-11-06,33.6,48.3,1276.4,7.4,51.59163118
4,2024-11-07,28.3,35.5,1793,5.1,21.2247625
6,2024-11-08,13.8,40.5,1948.5,7.8,19.42964694
4,2024-11-09,28.1,51.3,1885.4,5.4,31.84987484
8,2024-11-10,21.5,48.2,1165.2,6,77.81755485
9,2024-11-11,12.6,67.1,1795,6.8,46.98717241
5,2024-11-12,11.1,86.3,1302.2,5,46.65948665
1,2024-11-13,27.2,60.8,1672.7,7.9,36.34941596
10,2024-11-14,28.9,51.9,1496.6,6.1,67.70926891
2,2024-11-15,30.1,74.4,1679.5,5.6,16.78422707
2,2024-11-16,19.1,58.1,968,5.6,89.01164993
2,2024-11-17,26.8,41.7,1346,5,43.34115422
1,2024-11-18,29.2,35.2,1420.5,6.7,55.13044063
8,2024-11-19,14.4,84.1,1875.3,7.2,12.61050736
7,2024-11-20,21.5,32,1459.7,7.2,69.26136326
10,2024-11-21,16.4,86.9,1170.3,7.1,73.02150986
4,2024-11-22,24.2,87.7,923.2,6.9,81.60179041
9,2024-11-23,24.9,74.2,901.8,5,63.91299171
3,2024-11-24,25.6,32.2,835.2,5.3,37.93539612
9,2024-11-25,11.4,48,585.7,5.7,37.66913603
4,2024-11-26,30.8,31.5,658.8,6.3,44.01555109
3,2024-11-27,34.9,57.3,1181.6,7.9,67.79697083
4,2024-11-28,11.8,34.3,1781.8,7.5,11.66830566
5,2024-11-29,25.4,46.7,1193.7,6,56.36278768
6,2024-11-30,25,58,1590.6,6.9,83.53388695
3,2024-12-01,30.9,41.4,1015.3,6.9,46.23335025
4,2024-12-02,24,87.5,834.8,7.8,63.17275444
1,2024-12-03,16.5,59.8,1919.6,6.3,82.84716664
8,2024-12-04,34.5,36.3,1731.7,5.3,14.48402769
6,2024-12-05,13.4,43.8,1413.5,6.5,49.45130632
9,2024-12-06,23,53.8,1623.6,7.8,75.66096837
3,2024-12-07,11,58.1,764.9,6.4,73.35746047
8,2024-12-08,30.5,83.1,1990.9,6.1,34.2429972
9,2024-12-09,26.7,75.5,546.5,7.8,44.14189721
3,2024-12-10,11.3,37.6,1360.5,5.4,30.56595
8,2024-12-11,20,83.9,1674,6.2,57.2205632
2,2024-12-12,16.6,78.3,1624,7.9,47.69235165
2,2024-12-13,30.2,80.5,1683.6,6.3,26.44383479
9,2024-12-14,19.1,50.8,1000.6,6.9,100
10,2024-12-15,29.6,61.7,1060.4,6.2,72.9572564
9,2024-12-16,25.4,32.8,1709.9,7.1,22.9181478
7,2024-12-17,33.4,86.8,636.8,7.7,43.90601413
2,2024-12-18,16.7,71.7,1444.8,6.5,75.98298761
7,2024-12-19,32.9,61.1,763.4,7.1,64.22490301
8,2024-12-20,29.5,58,1108.3,6.4,74.21644701
10,2024-12-21,13.1,44.5,700.9,6.6,42.38983467
8,2024-12-22,29.9,41.9,1636.8,5.7,24.39983415
6,2024-12-23,27,30.6,1005.6,7,43.90079663
5,2024-12-24,12.9,32.4,804.1,5.4,39.56483174
9,2024-12-25,29.3,69.2,873.9,5.6,64.16350835
2,2024-12-26,22.6,44.1,816.9,5.7,77.09468065
5,2024-12-27,33.1,74.8,1480.4,7.6,36.87246213
1,2024-12-28,17.8,66.6,1850.1,6.6,83.84812707
6,2024-12-29,14.8,64.3,574.9,6.9,68.59433477
7,2024-12-30,10.1,35.9,846.9,5.6,34.46542214
2,2024-12-31,33,70.9,692.9,5.6,37.86266705
8,2025-01-01,28.8,53.7,1087.1,7.9,60.31542019
3,2025-01-02,13.2,65.1,929.4,7.6,55.19587173
5,2025-01-03,16.8,51.3,1645.7,6.7,81.40036905
8,2025-01-04,21.8,58.1,1898,8,72.48532497
2,2025-01-05,28.4,60.6,830.5,7.6,61.50116701
10,2025-01-06,22.1,69.8,916.2,6.6,100
3,2025-01-07,24.2,62.6,941.3,7.5,85.4963673
5,2025-01-08,18.8,43.9,1404.8,5.3,73.41031297
5,2025-01-09,34.7,77.8,1996.3,5.9,25.09826875
7,2025-01-10,19.1,67.1,1292.6,5.8,89.05417298
2,2025-01-11,16.5,85.8,1136.1,5,76.09205472
4,2025-01-12,34.7,69.3,1484.6,5.9,65.63137139
2,2025-01-13,23.4,78.3,687.2,7.7,72.75945006
9,2025-01-14,10.2,79.7,1055.8,6.1,49.67692563
1,2025-01-15,28.5,46.5,940.1,5.8,40.68955955
7,2025-01-16,18.7,75.8,851,5.7,77.5353644
10,2025-01-17,26,37.1,710.9,6,54.57608823
10,2025-01-18,19.8,79.8,501.5,6,75.53873426
3,2025-01-19,11,61.3,977,6.3,68.30189008
10,2025-01-20,16.7,48.6,1122.3,6.6,82.20525976
10,2025-01-21,16.6,73.5,1747,5,48.818042
3,2025-01-22,33,66.7,528.9,7.2,54.98529264
6,2025-01-23,13,83.3,806.9,6.7,53.75974517
6,2025-01-24,12.6,73.9,1362.5,6.4,57.21041048
10,2025-01-25,19.6,45.1,1347.1,7.2,70.60729657
2,2025-01-26,21.7,54.5,1371.3,6,100
6,2025-01-27,19.7,56.3,1153.5,6.6,100
4,2025-01-28,20.8,56.5,1110.5,7,100
8,2025-01-29,26.5,46,1826.3,7.8,28.04393263
1,2025-01-30,15.2,80.7,646.9,7,83.24993046
3,2025-01-31,34,64,1014.5,7.6,64.12436738
7,2025-02-01,16.7,80.9,1999.9,6.9,63.13656276
4,2025-02-02,15.7,60.6,1692.4,6.4,82.99838596
8,2025-02-03,23.8,77.8,601.6,6.4,83.14661294
7,2025-02-04,27.8,38.5,738.6,5.3,33.30620627
6,2025-02-05,28.2,64.8,1144.7,7.8,63.87394551
6,2025-02-06,33.2,37.7,1330,6.2,52.80722409
5,2025-02-07,27.8,60.2,1143.1,6.5,68.98720141
4,2025-02-08,13.4,73.2,998.8,7.6,39.84590996
2,2025-02-09,13.8,89.4,1012.8,7.3,40.07271189
10,2025-02-10,16.8,72.8,1485.8,6.8,80.53300407
1,2025-02-11,15.3,70.9,1936.1,7.3,57.28271403
5,2025-02-12,26.9,69.4,966.5,5.1,55.34436919
8,2025-02-13,34.5,81.5,1442.8,7.2,33.93582933
10,2025-02-14,32.1,70,1991.2,6.4,46.78071607
3,2025-02-15,27.3,75.8,1494.9,5,46.1566865
3,2025-02-16,30.3,38,1024.1,5.2,45.23777786
9,2025-02-17,14.8,30.3,657.7,7.7,40.78055176
3,2025-02-18,25.8,60.6,802.7,7,67.54117964
7,2025-02-19,28.7,80.8,965.8,6.8,55.70932163
5,2025-02-20,26.7,55.5,922.3,7.9,57.30505408
8,2025-02-21,22.3,62.3,1472.1,6.9,100
5,2025-02-22,27.4,86.3,1470.5,6.7,55.85560681
5,2025-02-23,27.7,70.6,1254.6,6,43.36324177
6,2025-02-24,32.4,37,1336.1,7.3,35.13375788
1,2025-02-25,13.2,56.8,1103.6,5.5,61.02324562
1,2025-02-26,13.1,35.5,828.3,8,39.18516093
8,2025-02-27,32.3,85.8,1851,7.6,24.91069647
5,2025-02-28,13.6,83.1,1470,7.4,40.4378616
5,2025-03-01,34.5,88.8,1717.7,7.3,13.3904328
2,2025-03-02,18.7,44,553.7,6.9,82.67903672
6,2025-03-03,28.8,41.3,1678.6,7.3,18.45095785
2,2025-03-04,25.6,42.6,1534,5,12.77890507
10,2025-03-05,10.6,40.4,1595.8,7.9,17.10854682
5,2025-03-06,31.2,58.3,1895.7,7.3,45.86217075
4,2025-03-07,10.9,74.1,1112.3,7.7,42.43328282
7,2025-03-08,22,43.9,1808.6,7.1,43.6735571
3,2025-03-09,13,76.4,821.1,5.1,49.49138538
9,2025-03-10,10.4,38.6,1176.2,5.9,32.15904633
2,2025-03-11,16.5,84,1258.6,6.9,76.27106338
5,2025-03-12,30,67.1,882.2,7.1,54.41608821
9,2025-03-13,21.3,57.8,1356.5,6.8,100
4,2025-03-14,23.5,48.4,945.8,7.1,66.55000738
6,2025-03-15,34.7,53.7,1505.4,7.1,37.69860497
6,2025-03-16,12.8,54,810.3,7.9,64.96183044
4,2025-03-17,12,53.4,1899.8,5.2,41.46593776
6,2025-03-18,25.3,51.7,1050.2,6,68.48636822
2,2025-03-19,30.5,47.5,1816.5,7.4,24.10788531
8,2025-03-20,13.1,74.3,1424.6,5.2,38.86072026
2,2025-03-21,28,43.4,864.7,7,51.64007954
9,2025-03-22,22,75.1,617.6,6.4,77.53322778
1,2025-03-23,12.6,37.1,1392,6.4,51.65775547
6,2025-03-24,31.8,53.8,940.3,5.5,55.73812817
7,2025-03-25,13.3,37.2,538.9,7.2,41.3884781
4,2025-03-26,11.2,55.7,1435,6,66.49019608
9,2025-03-27,19,71.5,1326,7.8,63.7660872
7,2025-03-28,18.1,88.4,1228.1,6.5,77.46534776
10,2025-03-29,32.9,85.5,792.4,6.3,52.97762013
3,2025-03-30,21.8,64.6,582.4,5.5,85.56793508
3,2025-03-31,22.4,78.1,868,7.7,70.96492568
1,2025-04-01,11,39.8,1831.7,6.3,21.4466331
6,2025-04-02,12.5,48,1704.6,5.4,18.80566444
2,2025-04-03,14.9,67.6,1137.9,5.5,62.81873523
6,2025-04-04,18.7,45.8,1641.1,6.8,53.8193273
6,2025-04-05,14.9,66.9,1988.3,5.2,37.91262317
1,2025-04-06,25.8,30.8,1432.7,6.7,50.37006531
5,2025-04-07,13.3,55.4,1262.4,6.3,67.88504922
1,2025-04-08,27.1,65.5,908.8,6.9,73.71431503
5,2025-04-09,32.1,78.9,666.5,6.6,49.35985815
4,2025-04-10,10.9,58.4,684.9,6.1,70.06782242
3,2025-04-11,32.5,66.1,1366.6,7.6,62.53570119
8,2025-04-12,28.8,36.7,1541,5.9,28.68319455
5,2025-04-13,32.1,82.4,865.4,5.7,43.60107589
6,2025-04-14,20,53.7,1018.9,7.5,93.6125529
10,2025-04-15,28.5,78.6,1925.4,8,9.085199102
4,2025-04-16,23.5,65.7,1279.6,5.1,88.7254458
8,2025-04-17,11.7,78,1673.7,5.2,18.55242853
8,2025-04-18,12.9,44.7,1011.1,6.1,48.54431004
9,2025-04-19,31.2,84.1,1152.3,5.4,40.72899995
10,2025-04-20,31.1,52.6,1090.2,7.1,66.52938403
7,2025-04-21,15.5,39.9,1268.1,7.2,72.41576587
3,2025-04-22,16.9,73.2,1794.7,6.5,65.50002524
4,2025-04-23,15.1,43.2,757.1,5.4,69.80807068
7,2025-04-24,21.3,46.5,1309.3,7.1,64.54842874
6,2025-04-25,17.4,80,774.9,7.1,64.90747826
7,2025-04-26,31.9,62.3,592.3,7.5,68.1847145
4,2025-04-27,26.7,40.6,1845.6,6,35.24754479
9,2025-04-28,33.9,41.9,1188.2,7.6,45.10818507
3,2025-04-29,23.7,48.4,1508.6,6.5,54.11854792
4,2025-04-30,23.2,46,1960,6.9,65.57927741
5,2025-05-01,22.1,62.7,876.6,6.8,100
3,2025-05-02,18.9,71,1291.8,5.7,67.29031632
5,2025-05-03,18.5,70.8,1816.5,6.7,67.06523459
7,2025-05-04,28.9,30.3,977.9,7.3,39.46422123
4,2025-05-05,33.3,44.4,681.1,6.4,52.8025063
9,2025-05-06,10.1,37.2,1478.7,6.1,52.35430014
2,2025-05-07,25.9,38.5,1025.8,6.5,51.67916943
10,2025-05-08,16.2,76.1,761.4,7,78.96635432
3,2025-05-09,14.1,55.8,1864.9,7.5,38.97612656
4,2025-05-10,34.6,52.1,710.2,5.2,56.14867658
1,2025-05-11,19.4,50.6,1015.2,5.2,94.78457396
8,2025-05-12,11.7,58.7,753,5.1,57.47045617
4,2025-05-13,19.7,71.9,1338.8,5.3,70.34484112
5,2025-05-14,20,71.1,828.2,5.6,73.3389994
1,2025-05-15,25.6,57.8,657.5,7.2,55.9215898
7,2025-05-16,33.9,41.5,1833.8,5.4,19.2307757
3,2025-05-17,24.3,67.3,1261.1,7.3,94.5154092
3,2025-05-18,18.3,48.1,1469.8,5.6,68.4210826
2,2025-05-19,27.7,88.4,779.3,6.5,46.76104318
10,2025-05-20,25.7,82.2,692.3,7.5,32.842498
1,2025-05-21,29.9,80.2,1370.8,7.3,41.58008506
6,2025-05-22,25.5,63.5,500.3,6.1,67.17558155
4,2025-05-23,28,32.8,522.3,6.1,50.42581302
7,2025-05-24,33.6,45,1950.2,7.1,31.16477068
6,2025-05-25,12.3,74.7,1576.5,7.8,17.08429313
3,2025-05-26,27.6,36.8,739,6.7,48.53204696
6,2025-05-27,16,89.8,1005,7.2,70.20300619
9,2025-05-28,32.8,61.5,994.9,6.1,66.35835562
2,2025-05-29,26,31.3,1292.7,5.8,46.75675211
2,2025-05-30,12.9,30.9,1362.3,6.9,48.42627284
9,2025-05-31,25.8,63.4,686,5.5,63.66211174
7,2025-06-01,21.3,65.9,1417.5,7.6,91.95029381
3,2025-06-02,19.7,55.7,567,5.9,86.24057885
10,2025-06-03,17,32.6,1558.9,7.9,54.65802151
5,2025-06-04,31,78.2,1410.1,5.5,38.23181658
8,2025-06-05,14.5,46,783.1,6.3,45.81788235
8,2025-06-06,12.4,54.2,1237.5,7.8,62.24032318
8,2025-06-07,32.3,89.4,786.2,5.4,36.31919859
3,2025-06-08,22.6,64.7,813.6,6.9,100
3,2025-06-09,24.7,82.6,1464.3,5.4,66.66977748
6,2025-06-10,29.6,50,1441.3,6.7,69.89243853
9,2025-06-11,34.3,65.2,684.9,6.6,71.3616558
8,2025-06-12,25.1,57.3,855.9,5.2,53.89321888
8,2025-06-13,10.1,57.8,1088.1,6.5,67.73918612
2,2025-06-14,32.2,79.5,1872.6,6.6,33.71718222
7,2025-06-15,12.9,68.9,1582.2,5.4,40.08924866
8,2025-06-16,32.6,54.2,1965.4,7,43.24805988
8,2025-06-17,35,50.9,1821.2,5.1,38.95295688
5,2025-06-18,18,64.1,1529.4,7.9,62.02322623
1,2025-06-19,25.9,65.5,704.5,7,67.88196889
8,2025-06-20,30,64.1,1665,7,50.34203571
9,2025-06-21,11.2,89,1331.1,7.3,37.45514302
10,2025-06-22,28.7,89.5,1717.8,7.5,21.02304301
3,2025-06-23,16.6,35.8,1130.6,5.1,71.12054874
3,2025-06-24,17.8,79,875.8,6.5,81.42381704
4,2025-06-25,23.8,63.1,1721.5,6.7,75.44679631
7,2025-06-26,30,66.9,1194.5,7,74.56310469
10,2025-06-27,10.6,89.4,1822.1,7.8,14.29664682
10,2025-06-28,27.3,47.5,1520,7,39.23226262
7,2025-06-29,32.3,32.5,1578.1,7.4,26.6455347
6,2025-06-30,21.3,87.5,1902.9,7.2,37.54841946
1,2025-07-01,15.9,43.5,1876,7.1,56.29558528
5,2025-07-02,24.9,84.3,1368.1,7.3,71.73631786
1,2025-07-03,23.1,68.2,1193,6.3,100
5,2025-07-04,17.8,35.7,987.9,5.7,62.51847683
2,2025-07-05,31.4,75.8,1203,6,45.85227781
10,2025-07-06,17.7,34.9,1762.1,5.6,47.94316663
3,2025-07-07,16.6,32.4,1949.6,6,53.29852492
3,2025-07-08,31.9,48.3,1761.5,6,37.09953883
8,2025-07-09,21.3,78.5,1363.5,5.4,67.62925724
10,2025-07-10,13.2,50,1852.4,7.1,31.55122353
10,2025-07-11,11.4,64.9,1733.5,7.2,32.18266892
9,2025-07-12,22.5,79.9,1414.7,6.9,82.46057951
4,2025-07-13,10.6,71.6,950.6,7.9,35.79084138
8,2025-07-14,27,69.5,712.4,7.9,60.9011255
8,2025-07-15,14.7,70.6,1817.8,6.2,25.00665602
1,2025-07-16,27.8,53.1,1192.4,6.4,70.73521591
10,2025-07-17,24.6,40.4,1600.7,5.2,50.57541642
3,2025-07-18,29.6,62.7,747.7,7.3,63.22748402
9,2025-07-19,22.9,43.6,1763.9,7.8,47.34613283
3,2025-07-20,32.6,48.3,861.3,5.2,36.66606424
8,2025-07-21,28,62,512.8,6.4,65.94624341
5,2025-07-22,25.6,49.3,1752.5,5.4,16.73876521
5,2025-07-23,16.2,47.4,1097.6,6.2,78.02670168
8,2025-07-24,22.3,66.7,893.9,5.9,87.05081334
9,2025-07-25,12.5,85.6,1466,6.2,48.20957764
3,2025-07-26,29.8,70,750.8,7.5,63.22261096
3,2025-07-27,12.6,67.5,991.6,5,55.55958177
5,2025-07-28,24.3,85.1,857.7,7.4,66.7393987
10,2025-07-29,24.1,58.9,595.5,7.9,91.21549824
9,2025-07-30,29,76.9,1205.2,5.8,46.13228088
1,2025-07-31,28.9,81.4,1234.5,7,56.16269481
6,2025-08-01,15.5,77.5,1170,6.6,84.04728291
1,2025-08-02,19.9,62.8,1274.3,5.2,94.24527163
7,2025-08-03,10.9,60.3,613,5.8,59.39157099
4,2025-08-04,30.8,75.3,1662.2,7.8,11.88351425
6,2025-08-05,28.9,30.5,1093,6.4,46.61201923
9,2025-08-06,12.5,82.6,975.5,7.7,45.24298377
3,2025-08-07,20.4,71.4,802.4,7.9,63.54067032
3,2025-08-08,18.2,67,853,6,100
3,2025-08-09,19.4,42.8,665.7,5.9,78.62458124
4,2025-08-10,31.6,62.1,1142.8,7.6,65.67619009
7,2025-08-11,34.9,72.8,626.6,7,53.99345913
4,2025-08-12,26.5,47.6,1998.9,5.2,26.4521695
1,2025-08-13,30.2,59.5,1149.9,5.8,65.4538494
3,2025-08-14,30.5,67.6,865.1,5.6,66.37056165
1,2025-08-15,16,37.6,724.9,5.8,72.61343847
10,2025-08-16,22.4,44.4,1675.9,7.7,49.73248456
5,2025-08-17,14.9,57.7,1274,6.9,67.60676836
4,2025-08-18,21.5,89.6,782.7,6.2,79.7267606
5,2025-08-19,30.3,81.8,682.2,5.5,39.48265032
3,2025-08-20,29.3,44.6,1713.4,7.1,22.92724242
8,2025-08-21,34.4,38.9,707.9,7.8,46.75665353
5,2025-08-22,24,62.5,1498.1,5.2,92.65154145
4,2025-08-23,32.1,53.4,996.5,6,68.03448062
1,2025-08-24,26.7,79.5,1915.8,7.8,26.08955235
2,2025-08-25,11.2,53.9,1236.8,5.5,59.06204476
6,2025-08-26,21.3,82.8,1463.9,7.1,72.21848086
6,2025-08-27,33.8,88.1,714.3,7.6,36.50015353
1,2025-08-28,16.9,84.5,1072.9,6.2,82.90838595
4,2025-08-29,31.5,64,1773.5,6.9,50.78667624
3,2025-08-30,27.9,88.7,1695.1,7.5,21.26729562
1,2025-08-31,16.6,72.2,679.9,6.8,76.67591029
2,2025-09-01,33.4,54.7,1538.5,6.3,48.64072941
3,2025-09-02,15.6,59.3,1214.9,6.7,100
3,2025-09-03,24.9,65.7,1253.1,5,88.60207015
1,2025-09-04,34.8,51,1119.6,7.5,59.7196793
2,2025-09-05,21.4,59.5,1744.2,7.2,70.09103122
3,2025-09-06,25,79.2,1449,7.1,66.87857117
1,2025-09-07,27.7,51.4,1662.9,6.9,54.26021164
4,2025-09-08,19,39.2,1727.3,5.5,49.46279709
2,2025-09-09,26.6,70,1182,5.6,55.68419132
7,2025-09-10,20.3,83.1,1012.2,5.8,62.17431661
5,2025-09-11,12,60.2,1053.2,7.9,58.92008032
9,2025-09-12,10.3,41.9,1748.1,6.7,20.94232902
6,2025-09-13,18.7,67.2,1204.3,6.9,100
9,2025-09-14,28.5,30.5,1240.2,6,45.23269135
3,2025-09-15,35,55.9,783.4,7.5,56.99897272
1,2025-09-16,15.3,37.2,1771.9,7.7,52.74829831
9,2025-09-17,13.6,88.5,692.6,5.3,33.65255526
2,2025-09-18,23.1,85.8,703.1,5,71.89066609
2,2025-09-19,31.9,65.2,1956.5,5.9,44.72235735
5,2025-09-20,34.2,49.5,1356,5.8,34.38973408
5,2025-09-21,20.7,79.9,513.7,5.3,72.45148044
7,2025-09-22,31.2,49.8,1345.8,5.3,48.44700891
9,2025-09-23,29.8,51,838,6.3,69.73874434
10,2025-09-24,29.7,75.4,862.7,5.2,41.11620949
2,2025-09-25,32.9,71.4,1058.8,7.2,39.54080689
10,2025-09-26,18.1,68.3,1225.1,5.8,87.1886996
7,2025-09-27,17,83.1,1981.5,5.2,55.28589511
3,2025-09-28,31.9,58.9,837.5,7.5,59.67376088
7,2025-09-29,32.1,71.3,1938.7,5.3,26.84857453
4,2025-09-30,25.5,37.8,605.9,6.1,40.97463506
8,2025-10-01,16.1,31.8,963.3,7.1,70.18935569
3,2025-10-02,30.3,45.8,1901.7,6.6,32.8541737
8,2025-10-03,13.1,50,1676.6,6.4,52.30785962
6,2025-10-04,11.4,78.3,786.8,7.2,46.99911089
8,2025-10-05,12.8,78.2,805.1,6.7,58.72718459
1,2025-10-06,20.3,81.1,1916.8,5.4,50.26728902
3,2025-10-07,31.6,32.3,1159.8,6.1,46.12578122
2,2025-10-08,10.8,67,1394.7,6.9,73.6136903
9,2025-10-09,34.7,60.5,777,7,66.5371712
9,2025-10-10,34.7,65,1939,8,48.70639015
9,2025-10-11,15.2,73.6,1019.7,5.6,68.65209485
5,2025-10-12,12.5,47.8,1940.3,7.6,16.42177368
3,2025-10-13,26.9,59.2,1614.9,5.1,42.52828093
4,2025-10-14,29.4,82,650.4,5.4,35.53282138
8,2025-10-15,24.3,52.6,1983,7,77.81069877
8,2025-10-16,15.9,58,1648.2,7.7,63.44579348
10,2025-10-17,21.8,74.5,952,5.9,66.75299246
5,2025-10-18,14.6,72.7,1864.2,7.3,14.91449752
2,2025-10-19,17.4,72.7,1880.9,7.3,52.50982888
3,2025-10-20,23.7,31.1,1326.9,6.4,82.18245234
2,2025-10-21,32.1,83.2,524,5.6,45.86352592
4,2025-10-22,11.2,52.8,1122.6,6.2,72.78863633
2,2025-10-23,13.7,63.2,1216.8,6.5,70.13490037
3,2025-10-24,15.2,48.8,1348.8,6.9,83.10322642
7,2025-10-25,30,82.2,1436.2,7.8,34.29700664
7,2025-10-26,17.4,43.4,1406.2,7.2,75.84921679
5,2025-10-27,21.5,86.2,710.1,5.8,75.81510867
7,2025-10-28,11.8,64.7,893.4,5.1,59.0757239
2,2025-10-29,31.1,47.6,1671.3,7.2,22.18684534
7,2025-10-30,28.5,88.2,1279.3,7.4,37.68207269
5,2025-10-31,21,45.2,1668.7,6.2,65.90427229
3,2025-11-01,25.3,42.5,1725.8,5.8,23.01626019
7,2025-11-02,31.2,51.5,1115.3,5.8,64.22270169
7,2025-11-03,18.6,61.5,739.6,7.6,86.46777744
5,2025-11-04,16,52.6,764.1,5.4,93.8423729
6,2025-11-05,32.3,88.7,1174,5.9,45.54030233
7,2025-11-06,14.4,81.9,888,6.3,50.52592302
5,2025-11-07,10.1,33.1,1023.1,7.7,37.96810182
5,2025-11-08,33,76.1,1511.2,7.3,24.77606476
8,2025-11-09,19.8,35.7,1672.3,7.4,41.40828992
5,2025-11-10,22.5,37.2,1878.6,5.2,48.56281347
9,2025-11-11,29.3,66.8,1766.5,5.1,31.15492248
7,2025-11-12,16,73,1879.2,5.5,40.38305665
5,2025-11-13,13.4,32.3,725.7,7.6,37.48960725
10,2025-11-14,17.6,35.3,1706.9,5,54.77371988
8,2025-11-15,22,78,590.4,7.9,69.82581985
9,2025-11-16,32.6,61.1,1810.2,5,39.00768645
8,2025-11-17,20.9,78.1,667.9,6.6,82.80770253
4,2025-11-18,33.4,62.8,1455.6,6.1,70.02455843
2,2025-11-19,23.8,51.1,1757.9,7,76.27051101
9,2025-11-20,25,69.5,1299.5,6.5,100
7,2025-11-21,17.1,40.5,1528.4,6.3,60.8456065
8,2025-11-22,17.4,65,821.4,5.7,90.79219031
7,2025-11-23,25.8,44.3,1737.2,7.5,26.32982576
3,2025-11-24,17.4,86.3,729.1,7.5,73.13990601
8,2025-11-25,30.4,36.9,741.4,7.2,36.30237644
5,2025-11-26,11.8,47.2,1945.8,7.2,13.67718283
7,2025-11-27,18.2,33.9,1932,5.2,47.81622021
2,2025-11-28,11.9,55.7,1497.9,7.8,62.43835031
2,2025-11-29,12.5,61.5,1751.7,5.1,42.13160308
1,2025-11-30,22.5,70.7,1589.5,5.1,57.07663984
5,2025-12-01,12.7,77.7,677.6,8,42.9190816
2,2025-12-02,15.5,45.2,1639,6.9,50.84337073
4,2025-12-03,26.4,47.6,1127.6,7,48.018858
4,2025-12-04,16.8,43,1339.6,7.5,73.3205516
8,2025-12-05,31.7,63.3,735.3,7,73.11681915
6,2025-12-06,23.3,32.8,1328.7,6.7,78.88114232
1,2025-12-07,17,47.8,1361.7,7.3,63.68237598
2,2025-12-08,12.2,74.4,1792.3,7.6,13.43890319
8,2025-12-09,29.2,61.7,1659.2,7.7,47.40042054
10,2025-12-10,18.5,62.3,1711.2,5,68.68290056
3,2025-12-11,16.7,38.2,914.8,5.7,65.60944206
1,2025-12-12,19.8,36,1501.3,6.5,58.96439076
10,2025-12-13,12.7,67.9,732.3,6.7,68.65338816
6,2025-12-14,22.8,43.3,1855.1,6.8,57.18378866
10,2025-12-15,29.3,52.5,1408.4,6.3,72.74264302
4,2025-12-16,34.9,73.4,1513.3,5.6,25.61893268
9,2025-12-17,31.7,41.1,1929.3,7.8,15.15896974
8,2025-12-18,16.6,57,1215.7,7,100
2,2025-12-19,22.8,79.4,1645.6,5.1,52.407901
2,2025-12-20,10.7,87.9,1576.2,7.3,16.21825494
2,2025-12-21,24.3,87.6,1651.8,6.4,57.2458365
7,2025-12-22,11,49.9,1029.5,6.7,45.70327688
8,2025-12-23,11.3,80.1,1899.4,7.8,13.1764714
3,2025-12-24,18,85.6,1901.2,6.5,63.88194465
6,2025-12-25,20,35.9,1647.5,6,54.99783149
10,2025-12-26,11.3,48.6,1365.2,6.8,44.36148733
2,2025-12-27,14.7,39.5,1157.5,5.7,39.05333556
6,2025-12-28,26.8,50.7,984.2,6.7,72.04789837
4,2025-12-29,12.8,38,1900.9,7.1,20.20924709
2,2025-12-30,18.8,80.4,615.8,7.4,73.97040797
6,2025-12-31,30.8,52.4,969.9,7.9,66.22516741
5,2026-01-01,18.4,83.6,1442.8,7.1,63.39108901
9,2026-01-02,29.2,55.8,1924.5,5.2,38.08562724
3,2026-01-03,17.9,69.3,1339.8,7.3,93.63326802
1,2026-01-04,18.4,76.3,810.6,5.6,71.37644806
9,2026-01-05,18.5,83.4,812.6,5.9,65.66235505
8,2026-01-06,25.1,85.8,604.2,7.6,41.64304061
5,2026-01-07,22.9,62.1,1778.4,7.2,63.99037331
3,2026-01-08,13.7,83.8,678.8,7.6,43.32987104
4,2026-01-09,29.2,43.2,909.5,7.7,36.86558971
9,2026-01-10,16.5,50.6,1455.8,5.9,87.48535172
10,2026-01-11,19.3,73.8,1633.6,6.3,55.48172642
4,2026-01-12,15.1,77.2,612.8,7.8,76.15568778
4,2026-01-13,27.7,70.3,772.3,6.4,50.22280437
8,2026-01-14,10.9,53.9,1697.3,7.8,35.2412358
2,2026-01-15,24.2,82.8,1051.8,5,63.5279644
1,2026-01-16,32.7,36.4,685.2,7.3,39.97208233
10,2026-01-17,10.6,49.8,1253.3,7.3,37.8620488
10,2026-01-18,15.4,81,911,5.3,65.02222128
2,2026-01-19,22.2,37,1876.9,5.2,52.21191987
5,2026-01-20,34.5,53.7,1349.1,6.9,73.58285788
9,2026-01-21,19,31.6,588.5,5.8,65.67074757
5,2026-01-22,14.5,32.5,1611.8,5.6,24.51916624
8,2026-01-23,26.2,83.1,736.5,7.3,34.29494708
6,2026-01-24,31.8,41.4,543.8,6.9,47.94595575
6,2026-01-25,29.4,47.9,1223.7,5.4,37.11625367
